user_id,orders_per_month,avg_order_value,last_order_days,customer_rating,discount_used_before,ordered_without_discount,recommended_discount
193,9,927,24,4.9,0,1,44
194,14,654,24,4.1,1,1,34
195,2,397,20,4.9,0,0,50
196,18,155,1,3.7,0,1,14
197,18,806,35,3.8,0,1,31
198,20,450,47,3.7,0,1,33
199,2,643,40,2.7,0,1,50
200,20,541,39,4.3,1,1,29
201,17,862,44,3.2,0,1,38
202,18,746,47,3.4,1,1,37
203,6,427,15,3.7,1,1,45
204,15,502,23,4.3,1,1,31
205,8,799,54,4.6,1,0,50
206,2,669,24,4.0,1,0,50
207,18,331,48,4.0,1,1,38
208,13,894,31,4.9,1,0,39
209,7,607,57,4.4,0,0,50
210,19,783,46,4.9,0,0,35
211,12,957,38,2.9,1,0,45
212,20,178,54,4.4,1,1,37
213,1,328,15,2.6,0,1,50
214,10,353,19,3.1,0,1,39
215,17,292,43,3.3,1,0,37
216,3,739,55,5.0,0,1,50
217,16,331,42,4.3,0,1,39
218,4,340,6,4.0,1,1,45
219,13,847,40,3.6,1,1,44
220,20,566,53,4.7,1,0,36
221,8,595,1,3.3,1,0,34
222,8,304,13,2.9,0,1,40
223,13,556,12,4.7,0,1,30
224,13,288,9,2.9,1,0,28
225,19,688,60,4.7,1,0,42
226,1,402,16,3.1,1,0,50
227,14,540,2,2.6,1,1,23
228,2,635,14,4.8,0,1,50
229,13,109,9,3.9,1,1,28
230,11,628,42,2.8,0,0,49
231,20,763,32,3.9,1,0,26
232,16,361,42,4.6,0,0,39
233,15,530,39,3.0,0,0,39
234,15,266,46,4.3,1,0,43
235,1,349,5,4.1,1,1,50
236,17,509,10,4.9,0,1,21
237,19,772,26,3.5,1,0,25
238,9,510,42,4.9,0,1,50
239,9,967,59,2.8,1,1,50
240,5,985,20,3.3,1,1,50
241,17,556,35,4.9,0,0,33
242,17,764,30,3.8,0,1,31
243,20,258,60,4.4,0,1,40
244,1,648,42,3.2,0,0,50
245,12,487,51,4.8,1,1,50
246,8,100,36,3.4,1,1,50
247,5,950,27,3.9,0,1,50
248,16,380,52,4.8,0,1,44
249,8,181,51,3.8,0,0,50
250,5,636,34,3.5,1,0,50
251,5,444,37,3.6,1,0,50
252,14,609,48,4.7,1,0,46
253,5,549,16,4.3,1,0,48
254,1,635,2,2.9,0,1,49
255,3,283,59,4.9,0,1,50
256,4,244,38,2.6,1,0,50
257,14,524,10,4.2,0,0,27
258,4,959,9,3.1,1,1,46
259,13,414,33,2.7,1,0,40
260,18,575,8,3.8,1,0,18
261,1,807,20,4.0,0,1,50
262,18,358,45,4.2,1,1,36
263,20,138,1,4.0,0,1,10
264,12,117,45,2.7,1,0,48
265,12,261,12,4.8,1,0,32
266,2,671,13,4.6,1,1,50
267,17,615,45,4.1,0,1,38
268,18,395,19,4.9,0,1,23
269,8,814,50,3.6,0,1,50
270,18,311,30,2.7,1,1,29
271,6,125,56,4.3,1,0,50
272,6,175,8,4.6,0,1,42
273,18,860,55,5.0,1,1,41
274,12,868,49,3.9,0,1,50
275,19,199,57,2.9,1,0,40
276,11,710,53,4.4,1,0,50
277,6,568,41,5.0,0,1,50
278,7,973,23,2.7,1,0,47
279,18,428,33,4.2,0,1,30
280,8,188,8,4.9,0,1,38
281,6,259,51,2.9,1,1,50
282,8,441,6,4.4,0,0,37
283,18,498,42,3.2,1,0,35
284,14,447,31,2.8,1,1,37
285,6,139,8,2.6,1,1,42
286,20,237,47,2.9,1,0,33
287,11,100,60,4.8,0,1,50
288,8,584,42,4.3,0,1,50
289,2,995,43,4.1,1,1,50
290,11,189,12,4.0,0,1,34
291,1,552,55,3.7,0,1,50
292,14,739,53,4.0,1,0,48
293,6,832,44,3.6,0,0,50
294,15,215,45,2.8,0,0,42
295,17,713,52,5.0,0,0,42
296,6,309,7,3.6,0,0,41
297,16,157,37,4.6,0,1,36
298,19,541,39,2.9,1,1,31
299,3,765,45,3.5,1,1,50
300,6,179,55,2.9,1,1,50
301,9,590,30,2.8,1,0,47
302,15,179,54,4.3,0,0,47
303,6,949,48,4.5,1,0,50
304,20,344,56,3.6,1,0,38
305,15,928,59,3.3,0,1,49
306,1,821,20,4.2,1,0,50
307,10,687,35,4.1,1,0,47
308,18,825,48,4.7,0,1,38
309,13,790,20,2.6,0,0,34
310,13,296,1,3.0,0,1,24
311,8,265,46,3.4,1,0,50
312,3,383,44,3.7,0,1,50
313,14,619,32,3.9,1,1,38
314,11,229,8,3.0,1,1,32
315,16,806,37,3.6,0,1,36
316,10,900,18,2.7,1,1,39
317,5,556,1,2.8,1,1,40
318,1,470,9,3.2,1,1,50
319,7,377,52,4.8,1,1,50
320,11,661,51,3.6,1,1,50
321,6,140,46,4.0,1,1,50
322,10,149,5,4.1,1,0,32
323,19,600,44,3.2,1,0,34
324,14,615,17,4.3,1,0,30
325,7,323,24,4.1,0,1,48
326,6,821,42,4.5,1,1,50
327,9,120,13,3.7,0,1,38
328,13,935,25,2.8,1,0,36
329,7,211,35,4.4,0,0,50
330,9,368,48,3.8,0,1,50
331,13,502,3,3.9,0,1,25
332,18,879,21,4.2,1,1,24
333,13,180,19,2.7,1,1,33
334,18,213,10,3.3,1,0,19
335,13,479,4,2.8,1,1,26
336,9,153,37,4.4,1,0,50
337,5,928,6,4.3,1,1,43
338,20,607,12,4.3,0,0,16
339,8,389,23,3.9,0,0,45
340,18,116,48,4.2,0,1,38
341,13,920,15,4.4,0,1,31
342,19,719,25,4.5,1,0,24
343,9,320,17,3.2,1,0,40
344,8,619,44,3.6,1,1,50
345,17,770,12,3.9,0,1,22
346,18,689,4,4.3,1,1,16
347,19,504,19,4.8,1,1,21
348,11,690,16,3.0,1,0,36
349,16,524,19,4.7,0,1,27
350,2,808,27,4.1,1,0,50
351,20,438,53,4.7,1,0,36
352,7,198,26,3.1,0,0,49
353,7,722,9,4.4,1,0,40
354,13,794,47,4.5,0,1,47
355,15,626,27,3.1,0,1,33
356,5,935,36,3.9,1,0,50
357,15,975,17,3.6,0,1,28
358,5,878,16,3.7,0,0,48
359,8,688,57,4.4,1,1,50
360,17,335,12,3.8,1,1,22
361,16,108,44,2.8,0,1,40
362,10,161,17,3.3,0,1,38
363,9,106,12,4.5,0,0,38
364,9,119,6,2.9,0,0,35
365,18,868,5,3.9,1,1,16
366,16,123,57,4.5,1,0,46
367,7,166,10,4.4,1,1,41
368,20,124,19,5.0,1,0,19
369,17,413,33,3.7,1,0,32
370,13,261,38,4.3,0,0,43
371,11,347,16,3.5,1,0,36
372,4,339,54,3.4,1,0,50
373,20,702,45,3.7,0,1,32
374,7,360,40,4.3,0,1,50
375,9,109,30,3.0,0,1,47
376,12,636,23,3.4,1,0,37
377,5,929,48,4.3,1,1,50
378,15,404,57,2.9,1,0,48
379,18,797,4,2.8,0,1,16
380,6,321,23,4.0,1,1,49
381,14,280,31,3.4,1,1,37
382,15,342,23,2.6,0,0,31
383,13,639,13,2.7,1,0,30
384,16,126,27,3.5,0,1,31
385,15,568,11,4.2,0,1,25
386,15,902,51,4.1,1,0,45
387,9,431,15,4.9,1,0,39
388,13,654,59,3.5,0,1,50
389,13,602,5,4.5,1,1,26
390,9,937,21,3.7,0,0,42
391,2,849,49,4.3,1,0,50
392,12,163,5,4.7,1,0,28
393,10,453,17,2.7,0,0,38
394,11,426,40,4.1,1,0,48
395,17,617,11,2.7,1,0,21
396,15,456,26,4.2,1,0,33
397,5,968,43,4.9,1,0,50
398,2,134,1,4.2,1,0,46
399,5,892,50,4.9,0,0,50
400,13,297,12,4.5,1,1,30
401,17,610,22,5.0,1,0,27
402,1,523,53,3.0,1,1,50
403,15,877,39,3.5,1,0,39
404,3,537,60,4.0,0,1,50
405,8,570,21,3.7,1,1,44
406,3,618,40,4.6,0,1,50
407,3,577,14,4.8,0,1,50
408,5,509,50,3.6,1,1,50
409,8,772,29,4.0,1,1,48
410,14,953,27,2.8,0,0,35
411,7,876,26,3.3,0,0,49
412,1,665,45,4.2,1,1,50
413,20,322,27,4.1,0,1,23
414,5,775,19,3.0,0,1,49
415,13,580,16,3.7,0,1,32
416,8,607,29,3.5,0,1,48
417,20,895,21,2.6,0,0,20
418,2,237,30,3.3,1,1,50
419,3,510,15,4.3,0,1,50
420,8,558,25,3.3,1,1,46
421,1,726,24,4.8,1,1,50
422,11,930,23,2.8,1,0,39
423,13,117,33,3.4,1,1,40
424,16,248,23,4.2,0,0,29
425,3,543,32,4.5,1,0,50
426,14,149,51,4.3,0,1,47
427,19,653,14,4.8,1,0,19
428,18,787,3,3.9,1,1,15
429,20,498,8,4.0,1,1,14
430,6,801,53,4.4,0,0,50
431,14,951,26,4.0,0,0,35
432,7,731,47,3.2,1,0,50
433,8,414,57,4.1,0,0,50
434,13,898,37,4.5,0,0,42
435,13,311,59,2.8,0,0,50
436,19,682,8,4.3,0,0,16
437,16,590,13,3.2,1,1,24
438,14,252,7,4.3,1,0,25
439,8,784,22,4.4,0,1,45
440,18,632,38,2.8,1,0,33
441,5,285,36,3.9,0,0,50
442,8,683,12,4.1,0,0,40
443,15,947,29,3.8,1,1,34
444,15,464,56,4.5,1,0,48
445,19,447,11,3.7,0,1,17
446,1,946,43,3.8,1,1,50
447,14,569,1,3.1,0,1,22
448,4,415,19,3.1,0,1,50
449,2,961,19,4.1,1,0,50
450,12,974,44,3.3,0,0,48
451,16,419,49,3.6,0,1,42
452,3,746,34,4.1,1,0,50
453,20,569,4,2.8,0,1,12
454,10,943,4,3.1,1,1,32
455,4,999,34,2.7,0,1,50
456,17,547,27,3.7,0,0,29
457,12,886,58,3.7,0,0,50
458,13,992,38,3.9,1,0,43
459,7,125,60,4.6,0,0,50
460,1,981,17,3.7,1,1,50
461,7,276,57,4.5,1,0,50
462,5,169,29,4.9,1,1,50
463,20,869,3,4.6,1,1,11
464,16,212,6,3.6,0,1,21
465,4,278,30,3.7,1,0,50
466,4,404,17,2.5,0,1,50
467,19,615,39,4.0,0,1,31
468,7,661,14,5.0,1,0,43
469,3,860,11,2.6,0,0,49
470,10,300,10,2.7,0,1,35
471,2,306,48,4.9,0,0,50
472,4,987,32,3.7,1,0,50
473,13,319,5,2.9,1,0,26
474,12,927,51,4.1,0,1,50
475,3,483,26,4.5,1,1,50
476,14,289,18,3.1,0,0,31
477,6,162,5,3.3,0,1,40
478,19,869,37,2.9,0,1,30
479,2,409,24,2.6,0,1,50
480,6,273,47,4.0,1,1,50
481,16,595,30,2.7,1,0,33
482,16,974,24,4.2,0,0,30
483,16,746,54,2.8,1,1,45
484,9,567,52,4.6,0,0,50
485,7,834,36,3.4,0,0,50
486,2,898,55,4.5,1,1,50
487,2,604,58,5.0,0,1,50
488,5,854,52,2.5,0,1,50
489,10,768,34,3.7,1,0,47
490,2,849,58,4.2,1,0,50
491,4,610,20,5.0,0,0,50
492,18,783,1,5.0,1,1,14
493,5,462,48,3.7,0,1,50
494,8,157,60,4.2,1,1,50
495,4,716,47,3.2,1,1,50
496,1,419,60,3.4,0,1,50
497,17,382,29,3.2,0,1,30
498,8,951,23,2.8,0,1,45
499,16,718,46,3.3,1,0,41
500,11,124,51,4.1,1,1,50
501,18,574,20,4.7,0,0,24
502,14,435,29,2.6,0,1,36
503,7,946,58,4.1,1,1,50
504,4,968,39,2.6,1,0,50
505,5,921,50,4.0,0,1,50
506,10,120,17,3.9,1,0,38
507,7,964,37,3.6,1,0,50
508,1,409,44,4.2,0,1,50
509,15,976,13,5.0,1,0,26
510,6,951,46,4.6,1,1,50
511,7,747,41,4.0,0,1,50
512,5,828,51,4.3,1,1,50
513,6,248,50,4.1,0,1,50
514,5,242,38,4.7,0,1,50
515,5,561,20,3.0,0,1,50
516,16,272,54,2.7,0,0,45
517,17,113,20,4.5,1,1,26
518,3,957,15,3.5,1,0,50
519,15,391,4,2.8,1,0,22
520,7,502,14,3.2,0,0,43
521,10,937,43,3.9,1,0,50
522,4,649,16,4.6,1,0,50
523,17,135,2,3.6,1,0,17
524,10,272,6,3.6,1,1,33
525,20,831,47,3.4,0,0,33
526,19,844,51,3.6,0,0,37
527,3,251,33,3.9,1,0,50
528,12,361,17,4.3,1,1,34
529,5,297,43,3.5,0,1,50
530,15,469,56,2.5,0,0,48
531,18,202,10,4.9,1,1,19
532,10,463,44,4.3,1,1,50
533,2,826,28,3.2,1,1,50
534,3,965,56,4.6,1,0,50
535,15,985,45,4.2,1,1,42
536,2,521,48,4.8,0,1,50
537,11,429,32,3.1,1,1,44
538,15,402,1,3.0,1,1,20
539,19,500,17,4.9,1,0,20
540,3,752,3,4.9,0,1,45
541,9,544,60,3.5,0,1,50
542,1,920,7,3.5,0,1,50
543,1,919,24,2.6,0,1,50
544,12,378,53,4.8,1,1,50
545,20,431,10,3.5,0,1,15
546,9,747,2,2.7,1,1,33
547,3,346,16,2.7,0,1,50
548,20,852,40,4.5,1,1,30
549,12,996,49,3.5,1,0,50
550,6,287,56,5.0,0,0,50
551,14,734,1,3.0,1,1,22
552,3,477,19,4.0,0,0,50
553,1,499,5,4.8,0,1,50
554,11,591,40,3.6,0,0,48
555,8,886,38,4.4,1,0,50
556,8,605,40,3.1,0,1,50
557,11,926,36,2.6,0,0,46
558,16,598,20,4.7,0,1,28
559,14,776,16,2.6,1,0,30
560,6,636,48,3.7,1,0,50
561,12,818,28,3.0,0,1,40
562,9,928,2,2.7,1,1,33
563,9,194,22,4.0,1,1,43
564,17,676,28,2.5,1,0,30
565,14,403,21,4.8,1,1,32
566,8,428,58,3.3,1,1,50
567,12,915,53,3.2,1,0,50
568,15,220,33,3.4,0,0,36
569,8,818,1,5.0,0,0,34
570,18,894,34,2.8,0,1,31
571,11,636,5,4.7,1,1,30
572,6,469,8,5.0,1,1,42
573,6,170,51,3.4,1,1,50
574,16,511,43,3.7,0,1,39
575,5,991,19,4.5,0,1,49
576,8,765,57,2.9,1,0,50
577,8,965,24,3.2,0,0,46
578,7,433,27,2.7,0,0,49
579,3,362,10,2.7,0,1,49
580,5,191,57,2.6,1,0,50
581,6,340,51,3.3,1,1,50
582,17,650,55,3.2,1,0,43
583,16,144,14,2.6,0,0,25
584,17,566,27,3.2,0,0,29
585,1,637,34,2.7,1,1,50
586,20,661,45,3.5,1,0,32
587,16,549,39,4.1,0,0,37
588,6,693,18,4.4,1,1,47
589,14,725,44,3.0,1,1,44
590,14,996,16,3.6,1,1,30
591,18,541,5,4.3,1,1,16
592,13,172,21,4.5,1,0,34
593,6,689,11,4.5,0,0,43
594,11,356,33,4.6,1,0,44
595,11,380,22,4.0,0,0,39
596,9,938,59,4.0,1,1,50
597,15,718,37,4.1,0,1,38
598,10,450,53,4.7,0,1,50
599,2,578,39,3.2,0,0,50
600,1,155,10,3.9,0,1,50
601,2,287,33,4.5,1,1,50
602,1,651,50,4.5,0,0,50
603,10,843,5,3.9,0,1,32
604,16,850,40,3.2,1,1,38
605,8,725,5,4.6,0,1,36
606,5,252,1,4.0,0,0,40
607,11,325,13,3.2,0,1,34
608,10,966,21,3.0,1,1,40
609,16,682,24,2.9,0,0,30
610,4,704,31,4.0,0,1,50
611,6,841,24,3.1,1,0,50
612,14,625,20,2.8,0,1,32
613,17,190,52,3.6,0,1,42
614,11,634,46,3.3,1,1,50
615,12,897,31,4.4,0,1,41
616,4,408,60,3.0,1,1,50
617,3,244,32,2.5,0,1,50
618,12,874,6,3.8,1,1,29
619,11,397,5,3.3,0,1,30
620,8,384,25,4.5,1,0,46
621,5,285,44,4.7,0,0,50
622,18,270,18,3.6,0,0,23
623,8,964,31,2.8,0,1,49
624,9,392,21,4.8,1,1,42
625,19,371,37,5.0,1,1,30
626,8,229,21,3.8,0,1,44
627,12,728,41,3.3,0,1,46
628,13,323,29,4.0,0,1,38
629,9,608,59,3.9,0,1,50
630,4,984,10,3.2,1,1,47
631,2,792,37,3.1,0,0,50
632,15,473,30,5.0,1,0,35
633,11,556,8,4.9,1,0,32
634,7,263,6,4.9,1,1,39
635,1,753,34,3.0,0,1,50
636,16,211,26,3.5,1,0,31
637,10,380,28,2.9,1,1,44
638,5,932,52,3.7,1,1,50
639,16,318,23,3.9,1,0,29
640,5,909,19,2.7,1,1,49
641,10,869,58,4.0,1,1,50
642,2,546,23,3.5,0,1,50
643,13,705,8,4.3,0,0,28
644,16,133,55,4.1,0,1,45
645,9,426,53,3.1,1,0,50
646,5,562,10,3.6,0,1,45
647,10,326,53,2.7,1,1,50
648,18,778,7,3.0,0,1,17
649,19,208,15,2.6,0,0,19
650,11,792,26,3.2,0,0,41
651,18,944,16,4.8,0,1,22
652,4,108,41,4.5,0,0,50
653,5,908,10,3.0,1,1,45
654,16,945,6,3.5,0,1,21
655,20,584,20,2.7,1,0,20
656,9,139,13,4.6,1,1,38
657,7,681,58,4.1,0,1,50
658,11,305,43,4.7,1,1,49
659,17,233,40,3.5,0,1,36
660,9,190,11,3.6,0,0,37
661,7,322,14,4.4,1,1,43
662,6,397,42,4.9,1,0,50
663,20,707,14,3.3,1,0,17
664,16,869,22,4.3,1,0,29
665,13,610,41,2.7,1,0,44
666,17,146,40,3.1,0,1,36
667,9,909,25,3.6,1,0,44
668,2,631,9,2.6,0,1,50
669,20,664,3,2.8,0,1,11
670,15,292,19,4.5,1,0,29
671,12,995,19,4.5,1,0,35
672,17,969,21,4.3,0,0,26
673,7,916,1,4.1,0,1,36
674,6,794,47,3.2,1,1,50
675,16,152,15,4.3,1,1,25
676,19,744,55,4.6,1,0,39
677,1,655,21,3.1,1,1,50
678,5,873,21,3.8,1,0,50
679,13,143,45,3.6,1,0,46
680,3,425,60,2.6,1,1,50
681,1,966,20,5.0,1,0,50
682,14,403,7,3.7,0,1,25
683,19,134,36,3.0,1,1,30
684,12,404,24,4.2,0,0,38
685,18,898,56,5.0,1,1,42
686,2,789,2,3.5,0,1,47
687,18,627,35,3.5,1,1,31
688,1,196,46,3.0,0,0,50
689,5,113,60,2.8,1,1,50
690,14,952,47,2.6,1,1,45
691,5,669,4,4.9,1,1,42
692,10,450,48,3.9,1,0,50
693,12,394,24,4.5,1,1,38
694,17,498,57,4.6,1,0,44
695,2,202,42,4.2,0,1,50
696,14,134,2,3.5,0,0,23
697,5,758,8,4.5,0,0,44
698,17,710,18,5.0,0,1,25
699,12,286,1,3.5,1,1,26
700,17,560,37,4.9,0,0,34
701,3,973,47,3.4,1,0,50
702,6,724,31,4.6,0,1,50
703,7,255,51,2.8,1,0,50
704,6,815,8,2.7,1,0,42
705,15,837,38,2.8,0,1,39
706,14,823,22,4.5,1,0,33
707,11,793,18,3.4,0,1,37
708,17,987,37,4.8,0,1,34
709,8,196,58,4.3,1,1,50
710,17,564,24,3.5,1,0,28
711,12,777,48,4.3,0,1,50
712,16,803,39,4.5,0,0,37
713,5,992,44,3.6,0,0,50
714,14,808,48,3.3,0,0,46
715,20,243,42,4.8,0,1,31
716,4,677,47,4.2,1,1,50
717,8,157,9,2.8,0,1,38
718,13,727,26,2.9,0,0,37
719,15,917,54,3.3,1,0,47
720,17,988,39,4.1,1,1,35
721,6,908,43,4.8,0,0,50
722,16,701,31,3.8,1,0,33
723,2,121,27,4.4,0,0,50
724,11,726,52,2.6,1,1,50
725,9,812,40,3.5,1,0,50
726,5,706,13,4.4,1,1,46
727,18,530,39,4.4,1,0,33
728,5,625,32,3.4,1,1,50
729,18,723,30,2.6,0,1,29
730,3,229,20,3.2,1,0,50
731,1,716,9,4.5,1,0,50
732,16,423,7,4.2,1,0,21
733,9,874,8,3.7,1,1,36
734,13,419,19,3.2,0,0,33
735,5,209,40,3.3,0,0,50
736,16,721,56,3.3,1,0,46
737,19,261,55,3.6,1,0,39
738,5,456,22,4.8,0,0,50
739,11,761,40,2.8,0,1,48
740,4,632,35,3.2,1,1,50
741,12,279,47,2.7,1,0,49
742,3,369,56,4.3,1,0,50
743,15,994,22,2.8,0,1,31
744,4,249,12,3.3,0,0,48
745,11,810,33,4.2,1,1,44
746,2,487,38,4.3,1,0,50
747,13,296,33,3.4,0,0,40
748,17,936,38,3.4,1,1,35
749,5,660,18,3.7,1,1,49
750,19,175,59,3.3,1,1,41
751,2,732,3,3.5,0,0,47
752,19,727,29,2.7,0,0,26
753,6,152,51,4.6,0,1,50
754,7,602,14,3.5,0,0,43
755,12,510,59,4.1,0,1,50
756,8,166,5,4.1,1,0,36
757,20,255,23,3.1,0,1,21
758,9,873,42,3.3,0,1,50
759,20,1000,13,2.8,0,0,16
760,19,809,12,2.5,1,1,18
761,12,702,1,3.4,0,1,26
762,4,968,5,3.5,1,0,44
763,2,238,26,4.8,1,0,50
764,14,167,9,4.3,1,1,26
765,9,652,2,4.2,0,1,33
766,14,269,42,4.8,0,0,43
767,11,254,52,3.1,0,0,50
768,11,392,31,2.7,0,0,43
769,11,579,37,4.0,1,1,46
770,14,297,51,2.6,1,1,47
